Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,Prompt 6,Prompt 7,Prompt 8,Prompt 9,Prompt 10,Prompt 11,Prompt 12,Prompt 13,doc_name,sent_idx,text,mention pair,label,Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,Prompt 6,Prompt 7,Prompt 8,Prompt 9,Prompt 10,Prompt 11,Prompt 12,Prompt 13
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[1 2]," But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers ' offense.  10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ","[{'mention': '10News', 'start_token_id': 34, 'end_token_id': 34}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[1 2]," But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers ' offense.  10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ","[{'mention': 'in San Diego', 'start_token_id': 27, 'end_token_id': 37}
 {'mention': 'Jackson', 'start_token_id': 41, 'end_token_id': 41}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[1, 1]","[1, 1]","[0, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[1 2]," But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers ' offense.  10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ","[{'mention': 'in San Diego', 'start_token_id': 27, 'end_token_id': 37}
 {'mention': 'California Highway Patrol', 'start_token_id': 46, 'end_token_id': 48}]",0,PF,PF,NT,PF,PF,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[1 2]," But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers ' offense.  10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ","[{'mention': 'in San Diego', 'start_token_id': 27, 'end_token_id': 37}
 {'mention': 'early Tuesday morning', 'start_token_id': 49, 'end_token_id': 51}]",0,NT,PF,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[1 2]," But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers ' offense.  10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ","[{'mention': 'in San Diego', 'start_token_id': 27, 'end_token_id': 37}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[1 2]," But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers ' offense.  10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ","[{'mention': 'Jackson', 'start_token_id': 41, 'end_token_id': 41}
 {'mention': 'California Highway Patrol', 'start_token_id': 46, 'end_token_id': 48}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[1 2]," But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers ' offense.  10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ","[{'mention': 'Jackson', 'start_token_id': 41, 'end_token_id': 41}
 {'mention': 'early Tuesday morning', 'start_token_id': 49, 'end_token_id': 51}]",0,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[1 2]," But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers ' offense.  10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ","[{'mention': 'Jackson', 'start_token_id': 41, 'end_token_id': 41}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[1 2]," But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers ' offense.  10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ","[{'mention': 'California Highway Patrol', 'start_token_id': 46, 'end_token_id': 48}
 {'mention': 'early Tuesday morning', 'start_token_id': 49, 'end_token_id': 51}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[1 2]," But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers ' offense.  10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ","[{'mention': 'California Highway Patrol', 'start_token_id': 46, 'end_token_id': 48}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[1 2]," But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers ' offense.  10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ","[{'mention': 'early Tuesday morning', 'start_token_id': 49, 'end_token_id': 51}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[1, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': '10News', 'start_token_id': 34, 'end_token_id': 34}
 {'mention': 'in San Diego', 'start_token_id': 27, 'end_token_id': 37}]",1,PT,NF,NF,PT,NF,PT,PT,NF,NF,NF,NF,NF,NF
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': '10News', 'start_token_id': 34, 'end_token_id': 34}
 {'mention': 'Jackson', 'start_token_id': 41, 'end_token_id': 41}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': '10News', 'start_token_id': 34, 'end_token_id': 34}
 {'mention': 'California Highway Patrol', 'start_token_id': 46, 'end_token_id': 48}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': '10News', 'start_token_id': 34, 'end_token_id': 34}
 {'mention': 'early Tuesday morning', 'start_token_id': 49, 'end_token_id': 51}]",0,NT,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': '10News', 'start_token_id': 34, 'end_token_id': 34}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,PF,PF,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'in San Diego', 'start_token_id': 27, 'end_token_id': 37}
 {'mention': 'Jackson', 'start_token_id': 41, 'end_token_id': 41}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'in San Diego', 'start_token_id': 27, 'end_token_id': 37}
 {'mention': 'California Highway Patrol', 'start_token_id': 46, 'end_token_id': 48}]",0,PF,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'in San Diego', 'start_token_id': 27, 'end_token_id': 37}
 {'mention': 'early Tuesday morning', 'start_token_id': 49, 'end_token_id': 51}]",0,NT,NT,NT,NT,NT,PF,PF,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'in San Diego', 'start_token_id': 27, 'end_token_id': 37}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'Jackson', 'start_token_id': 41, 'end_token_id': 41}
 {'mention': 'California Highway Patrol', 'start_token_id': 46, 'end_token_id': 48}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'Jackson', 'start_token_id': 41, 'end_token_id': 41}
 {'mention': 'early Tuesday morning', 'start_token_id': 49, 'end_token_id': 51}]",0,NT,NT,NT,NT,PF,PF,PF,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'Jackson', 'start_token_id': 41, 'end_token_id': 41}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'California Highway Patrol', 'start_token_id': 46, 'end_token_id': 48}
 {'mention': 'early Tuesday morning', 'start_token_id': 49, 'end_token_id': 51}]",0,NT,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'California Highway Patrol', 'start_token_id': 46, 'end_token_id': 48}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,PF,PF,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'early Tuesday morning', 'start_token_id': 49, 'end_token_id': 51}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
,,,,,,,,,,,,,,,,,,5,9,3,5,14,30,14,2,1,0,0,1,0
,,,,,,,,,,,,,,,,,,2,3,3,2,3,0,3,4,4,5,5,4,4
